web-scraper-order,web-scraper-start-url,Name_Reviewer,Assesment_Rating,Room_Type,Comments,Date_Review
"1713977182-92","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Yusuke from Japan","8.0","Superior Queen Room","基本的には想像通りの良いホテル？でした。
ただ、システム的にはこれは民泊に近い感じで、部屋のオーナーの鍵を借りて素泊まりというシステムのようです。
そのため、ホテルのようなチェックインカウンターはなく、一人だけ制服を着た常駐スタッフに予約ナンバーを告げます。
また、それから私服の仲介らしき人に再度予約ナンバーを告げカードキーなどを受け取るという初見ではかなりややこしいシステムです。
ただ、それさえ理解してホテルのようなきめ細やかなサービスを期待しなければ問題はありません。","Reviewed February 28, 2024"
"1713977182-93","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","真鈴 from Japan","6.4","Signature Suite","荷物預かりのサービスがあるということでホテルではなくてもいいかということで選んだが結局預かってもらえなかった。あとお金はカードで払ってあったがデポジットを300リンギット要求されたのでびっくり！最初から書いておいて欲しかった。どこかに書いてあったのかな？！鍵もなかなか難しかった。","Reviewed February 15, 2024"
"1713977182-94","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Xuan from China","10.0","Deluxe Two Bedroom Suite","Spent 4 nights here for KL. 
Location is more than great. Less than 5 min walk to LOT 10 and Star Hill,  easy access to Pavilion and KLCC.
Room is clean with modern design, equipped with wash machine etc.","Reviewed March 26, 2024"
"1713977182-95","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Mui from Taiwan","6.4","Deluxe Two Bedroom Suite","Overall was good, refurbishment seems new. However, 2 large cockroaches were in the bathroom early in the morning! Only 1 roll of toilet paper were provided for 3 adults and replenished only late in the evening! The corridor and life have no ventilation at all, and filled with strong smell fr the Indian shop cooking nearby. Ventilation definitely needs urgent improvement.","Reviewed February 06, 2024"
"1713977182-96","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","MEI from Hong Kong SAR, China","4.4","Deluxe Two Bedroom Suite","He said if we don't pay, we can't move in.
極差的遭遇！不停要求我們支付300馬元作押金，但不出具收據。并威脅 不給我們入住。","Reviewed March 02, 2024"
"1713977182-97","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Yee from Malaysia","4.0","Superior Queen Room","房间非常小，而且酒店的管理非常乱，接待的是一些外劳，沟通难，deposit没有收据，而且因为使用的是银行转账，退房直接要自己把钥匙放到邮箱后，要一直自己去催退回deposit，并不是马上退回，地理位置是属于后面一些，不是特别理想有更好的选择，门卡有问题，一直刷不到开楼层的门。房间只有吹风筒，烫斗还有一个烧水壶，毛巾，沐浴露是加水了的非常稀，洗发水非常廉价的。没有冰箱，洗漱用品，矿泉水等。","Reviewed March 30, 2024"
"1713977182-98","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","namgyu from Singapore","8.0","Deluxe Suite","직원도 친절하나

티슈등 실내 비품이 없고 실내화가 없는 것이 단점","Reviewed February 21, 2024"
"1713977182-99","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Huixin from Malaysia","2.0","Deluxe Suite","1.The environment smells strange 2.check in Service very bad 3.The first reservation was also my last visit  4.lift very slow 5.Unable to communicate with staff 6.There are also socks left by the previous tenant in the room","Reviewed February 15, 2024"
"1713977182-100","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Chenwen from China","2.0","Superior Queen Room","This place really sucks. Staff are super rude, the beds and bedding are disgusting, and I won't even mention how terrible the bathroom was. God have mercy on your soul if you book here. You might survive one night but you will probably regret it.","Reviewed February 29, 2024"
"1713977182-101","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","XIAOCHEN from China","6.4","Deluxe Two Bedroom Suite","Almost as all the suites in KL","Reviewed February 19, 2024"
"1713977182-102","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","HONG from Malaysia","4.4","Premier Two-Bedroom Apartment","The location for this suites is nice but there are a lot of foreign workers here. And the suites has smoke smells even though it is a non smoking suites. The suites is dirty and the blanket is dirty. The System to check in is not perfect, we only lead by a foreign worker to our suites.","Reviewed December 24, 2023"
"1713977182-103","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Ruliana from Indonesia","10.0","Superior Queen Room","Axon is easy to find, having best view and facilities. No complaint about it and definetely will come back. Affordable, best location, and very informatif also super kind staff not forget to name it. Awesome","Reviewed February 06, 2024"
"1713977182-104","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","henry from Indonesia","6.4","Superior Queen Room","Lobby smelly. Host rude, give bad information","Reviewed April 05, 2024"
"1713977182-105","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","rina from Indonesia","5.2","Deluxe Two Bedroom Suite","There is no microwave and iron","Reviewed February 05, 2024"
"1713977182-106","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","rina from Indonesia","5.2","Deluxe Two Bedroom Suite","There is no microwave and iron","Reviewed February 05, 2024"
"1713977182-107","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Mahdalena from Indonesia","3.2","Deluxe Two Bedroom Suite","Checking into this place feels like entering a military base. There is no reception staff; the check in is processed by an unfriendly-looking security guard and your room details will be given via Whatsapp from a so-called agent who does not speak English clearly nor does he speak Malaysian. The lift waiting times are atrocious given that none but one of the lifts actually lead to the guest room; ths rest only going to parking areas and other amenities such ad the swimmimg pool. This is nothing more than a glorified Airbnb with very poor customer service; will be avoiding this place in the future. Do not be fooled by their self-proclaimed 5 star rating.","Reviewed February 03, 2024"
"1713977182-108","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","serly from Indonesia","3.2","Deluxe Two Bedroom Suite","booking buat ber 5 tapi tempat tidur buat ber 3, lalu jorok dan handuk di suruh tunggu besok pagi, jadi semalaman gak usah mandi. parah","Reviewed January 15, 2024"
"1713977182-109","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Meifi from Indonesia","8.8","Deluxe Suite","It's actually a strategic place to stay in KL. You can reach Sunge Wang plaza, Pavillion Mall, Lot 10 and Alor street just by walk 5-10 minutes. The staff, named Qasim was so helpfull and kind. Kinda back here if we came tp KL in the next time.","Reviewed April 17, 2024"
"1713977182-110","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Yenny from Indonesia","10.0","Deluxe Suite","Pertama kali menginap disini. Kami check in terlambat, jam 2 pagi (2am). Kami dibantu staff yg ramah, Mr Hasan. Next time I will come again.","Reviewed April 15, 2024"
"1713977182-111","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Melvin from Indonesia","10.0","Premier Two-Bedroom Apartment","sangat bagus ketika saya menginap bersama keluarga di KL, pengurus yang bernama Qasim sangat baik dan jelas ketika mengarahkan 👍🏼","Reviewed April 15, 2024"
"1713977182-112","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Indah from Indonesia","8.8","Deluxe Two Bedroom Suite","Lokasi bagus","Reviewed April 11, 2024"
"1713977182-113","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","ali from Indonesia","4.8","Deluxe Two Bedroom Suite","Hotel yg oaling ga bagus pelayanan nya  dan saya tidak akan pernah mau kembali lagi ke hotel ini","Reviewed February 13, 2024"
"1713977182-114","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Ayu from Indonesia","10.0","Deluxe Two Bedroom Suite","Good Place and near from mall and public transportation,, nice service from Qosim","Reviewed February 03, 2024"
"1713977182-115","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Khlfan from Oman","2.0","Superior Queen Room","سيئ","Reviewed January 11, 2024"
"1713977182-116","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Trâm from Vietnam","9.2","Premier Two-Bedroom Apartment","Mọi thứ thật tuyệt vời. Người dân ở đây thân thiện và đi lại rất gần TTTM","Reviewed January 14, 2024"
"1713977182-117","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","THUY from Vietnam","7.6","Superior Queen Room","Nếu có đi lần sau sẽ book khách sạn khác","Reviewed April 14, 2024"
"1713977182-118","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","THUY from Vietnam","8.4","Superior Queen Room","Sảnh lễ tân hơi tạp nham và nhiều người có mùi, có phòng ko có wifi, điều hoà ko đủ mát.","Reviewed April 14, 2024"
"1713977182-119","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","THUY from Vietnam","7.2","Deluxe Two Bedroom Suite","Sảnh k sạch sẽ, mùi cơ thế","Reviewed April 14, 2024"
"1713977182-120","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","kim from Norway","10.0","Deluxe Suite","Alt er bra. Litt forvirrende ved innsjekk","Reviewed January 26, 2024"
"1713977182-121","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Mathias from Denmark","8.8","Superior Queen Room","J","Reviewed March 13, 2024"
"1713977182-122","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Eunice from Indonesia","10.0","Deluxe Two Bedroom Suite","sangattt baguss tmpatnya dan deket pavillion","Reviewed December 14, 2023"
"1713977182-123","https://www.agoda.com/axon-suites-bintang-kuala-lumpur/hotel/kuala-lumpur-my.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891460&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=0&showReviewSubmissionEntry=false&currencyCode=IDR&isFreeOccSearch=false&tag=f71b0106-fb42-0cf2-b13e-84355fbe83c7&isCityHaveAsq=false&tspTypes=16&los=1&searchrequestid=426665c7-42bb-44ce-b63e-2d08ee8810ad&ds=WxlrEQ8gfdnauYc%2F","Xi from Malaysia","6.0","Superior Queen Room","Very bad experience with me staff.","Reviewed December 08, 2023"
